title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images,base_ingredients
Jammy Cherry Tomato Pasta with Crisp Lemon Rosemary Chickpeas,{'minutes': '15'},{'minutes': '20'},{'minutes': '35'},"['extra virgin olive oil', 'chickpeas, drained and patted dry', 'fresh rosemary', 'thinly sliced lemon zest', 'kosher salt and black pepper', 'linguine or other long cut pasta', 'cherry tomatoes', 'garlic, smashed', 'apple cider vinegar', 'fig preserves/jam or honey', 'salted butter', 'Tuscan kale, finely shredded', 'fresh basil, roughly chopped', 'fresh burrata cheese, at room temperature']","{'extra virgin olive oil': '1/2', 'chickpeas, drained and patted dry': '1', 'fresh rosemary': '3', 'thinly sliced lemon zest': '2', 'kosher salt and black pepper': 'seasoning', 'linguine or other long cut pasta': '1', 'cherry tomatoes': '4', 'garlic, smashed': '3', 'apple cider vinegar': '3', 'fig preserves/jam or honey': '1', 'salted butter': '3', 'Tuscan kale, finely shredded': '1', 'fresh basil, roughly chopped': '1', 'fresh burrata cheese, at room temperature': '2'}","[""1. Heat a large, high sided skillet over medium heat. Add the olive oil, chickpeas, and rosemary, and cook, stirring occasionally until the chickpeas are crisped all over, about 8-10 minutes. It's OK if some of the chickpeas are popping. Add the lemon and cook another minute, until fried. Remove the chickpeas, rosemary, and most of the lemon from the oil to a paper towel-lined plate. Season with salt and pepper. Set the skillet aside."", '2. Bring a large pot of salted water to a boil. Add the pasta and cook according to package directions until al dente. Just before draining, remove 1 cup of the pasta cooking water. Drain.', '3. Meanwhile, place the skillet with the rosemary-infused oil still inside over high heat. When the oil shimmers, add the tomatoes, garlic, and a pinch each of salt, pepper, and red pepper flakes. Cook until the tomatoes begin to pop, about 4-5 minutes. Reduce the heat to low, add the vinegar, preserves or honey, and a splash of the pasta cooking water (3-4 tablespoons). Simmer 5-10 minutes, until the sauce reduces and is ""jammy"".', '4.\xa0Add the pasta, kale, and basil, tossing to combine. Crumble in the fried rosemary, reserving 1 sprig for topping. If needed, thin the sauce with additional pasta cooking water.', '6. Divide the pasta and butter (if using), among plates and top with burrata cheese, crisp chickpeas, crumbled rosemary, and lemon. Enjoy!']",1151 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/08/Jammy-Cherry-Tomato-Pasta-with-Crisp-Lemon-Rosemary-Chickpeas-1-700x1050.jpg,"['olive oil', 'peas', 'rosemary', 'lemon', 'salt', 'pasta', 'tomato', 'garlic', 'vinegar', 'honey', 'butter', 'kale', 'basil', 'cheese']"
Crispy Buffalo Ranch Chicken Salad with Goddess Dressing,{'minutes': '25'},{'minutes': '20'},{'minutes': '45'},"['boneless chicken breasts, cutlets, or tenders', 'buffalo sauce, homemade or store-bought', 'Panko bread crumbs', 'dried chives and dried parsley', 'dried dill', 'garlic and onion powder', 'cayenne pepper, more or less to taste', 'kosher salt and black pepper', 'romaine lettuce, shredded', 'carrots, shredded', 'celery stalks, chopped', 'Persian cucumbers, chopped', 'radishes thinly, sliced', 'fresh cilantro or parsley, roughly chopped', 'avocado, sliced', 'crumbled blue cheese or feta cheese', 'plain greek yogurt', 'extra virgin olive oil', 'fresh cilantro', 'fresh basil', 'jalapeño, halved and seeded', 'juice from 1 lemon']","{'boneless chicken breasts, cutlets, or tenders': '1', 'buffalo sauce, homemade or store-bought': '1/2', 'Panko bread crumbs': '1', 'dried chives and dried parsley': '1', 'dried dill': '2', 'garlic and onion powder': '1', 'cayenne pepper, more or less to taste': '1/2', 'kosher salt and black pepper': '1', 'romaine lettuce, shredded': '2', 'carrots, shredded': '4', 'celery stalks, chopped': '4', 'Persian cucumbers, chopped': '2', 'radishes thinly, sliced': '4', 'fresh cilantro or parsley, roughly chopped': '1/2', 'avocado, sliced': '1', 'crumbled blue cheese or feta cheese': '1/2', 'plain greek yogurt': '1/2', 'extra virgin olive oil': '1/4', 'fresh cilantro': '1', 'fresh basil': '1/2', 'jalapeño, halved and seeded': '1', 'juice from 1 lemon': 'seasoning'}","['1. To make the chicken. Preheat the oven to 425 degrees F. Line a baking sheet with parchment.', '2. Toss the chicken with 2 tablespoons buffalo sauce. Add the Panko, chives, parsley, dill, garlic powder, onion powder, cayenne pepper, and a pinch each of salt and pepper to a medium-sized bowl. Stir to combine. Dredge the chicken through the crumbs, pressing firmly to adhere. Place on the prepared baking sheet. Repeat until all the chicken has been used. Lightly brush/drizzle the chicken with olive oil. Transfer to the oven and bake for 15-20 minutes or until the chicken is cooked through. Drizzle the chicken with the remaining buffalo sauce.', '3. Meanwhile, make the salad. In a large salad bowl, combine the lettuce, carrots, celery, cucumbers, radishes, and cilantro.', '4. To make the goddess dressing. Combine all ingredients in a blender and blend until smooth and creamy, adding water, 1 tablespoon at a time as needed, to thin the sauce.\xa0Toss the salad with a few tablespoons of dressing.', '5. To serve, divide the salad among bowls. To each salad add the chicken, avocado, and crumbled cheese. Serve with fresh chives, additional buffalo sauce, and additional goddess dressing. Enjoy!']",711 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/Crispy-Buffalo-Ranch-Chicken-Salad-with-Goddess-Dressing-1-700x1050.jpg,"['meat - poultry - chicken', 'buffalo sauce', 'bread', 'parsley', 'dill', 'garlic', 'pepper', 'salt', 'lettuce', 'carrot', 'celery', 'cucumber', 'radish', 'avocado', 'cheese', 'yogurt', 'olive oil', 'cilantro', 'basil', 'jalapeño', 'lemon']"
20 Minute Ramen Carbonara with Herb Buttered Corn.,{'minutes': '10'},{'minutes': '10'},{'minutes': '20'},"['thick-cut bacon, chopped', 'extra virgin olive oil or butter', 'corn, kernels removed from the cob', 'garlic, minced or grated', 'crushed red pepper flakes', 'Kosher salt and black pepper', 'fresh basil, chopped', 'fresh thyme leaves', 'eggs, beaten', 'freshly grated parmesan cheese', 'ramen noodles, seasoning packets discarded']","{'thick-cut bacon, chopped': '4', 'extra virgin olive oil or butter': '1', 'corn, kernels removed from the cob': '2', 'garlic, minced or grated': '2', 'crushed red pepper flakes': '1/2', 'Kosher salt and black pepper': 'seasoning', 'fresh basil, chopped': '1/2', 'fresh thyme leaves': '1', 'eggs, beaten': '2', 'freshly grated parmesan cheese': '1/2', 'ramen noodles, seasoning packets discarded': '3'}","['1. Heat a large skillet over medium-high heat and cook the bacon until crisp. Remove the bacon from the pan and drain onto paper towels. Add the oil or butter, corn, garlic, red pepper flakes, thyme, and season with salt and pepper. Cook 5 minutes or until the corn is golden.\xa0Stir in 1/4 cup basil. Remove from the heat.', '2. Beat together the eggs, parmesan, and remaining 1/4 cup of basil, in a large serving bowl.', '3. Bring a large pot of water to a boil. Boil the ramen according to package directions, until al dente. Before you drain the noodles scoop out about 1/2 cup cooking water, then drain.', '4. Immediately\xa0add the hot noodles to\xa0the egg/cheese mixture, tossing quickly (to ensure the eggs do not scramble) until the eggs thicken and create a sauce. The heat from the noodles will cook the eggs. Thin the sauce with a bit of the reserved pasta water, until it reaches your desired consistency.\xa0Add the corn and bacon, gently toss to combine. Season with freshly ground black pepper and salt.', '5. Divide the ramen among plates and top with fresh herbs. Enjoy!']",233 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/5X9A1017-700x1050.jpg,"['meat - pork - bacon', 'butter', 'corn', 'garlic', 'red pepper flake', 'salt', 'basil', 'thyme', 'egg', 'cheese', 'noodle']"
"California Chicken, Veggie, Avocado and Rice Bowls",{'minutes': '20'},{'minutes': '15'},{'minutes': '35'},"['boneless skinless chicken tenders', 'extra virgin olive oil', 'lemon zest', 'garlic, minced or grated', 'smoked paprika', 'onion powder', 'cayenne pepper', 'chopped fresh rosemary', 'fresh parsley or basil, chopped', 'kosher salt and black pepper', 'red bell peppers, cut into fourths', 'zucchini, sliced into 1/4 inch rounds', 'extra virgin olive oil', 'avocados, mashed very well', 'juice of 1 lemon', 'fresh parsley, chopped', 'garlic, minced or grated', 'cooked basmati rice', 'cherry tomatoes, halved', 'toasted walnuts, roughly chopped', 'crumbled feta, goat, or blue cheese']","{'boneless skinless chicken tenders': '1 1/2', 'extra virgin olive oil': '2', 'lemon zest': '1', 'garlic, minced or grated': '1', 'smoked paprika': '1', 'onion powder': '1', 'cayenne pepper': '1/4', 'chopped fresh rosemary': '1', 'fresh parsley or basil, chopped': '1/4', 'kosher salt and black pepper': 'seasoning', 'red bell peppers, cut into fourths': '2', 'zucchini, sliced into 1/4 inch rounds': '1', 'avocados, mashed very well': '2', 'juice of 1 lemon': 'seasoning', 'fresh parsley, chopped': '1/2', 'cooked basmati rice': '2', 'cherry tomatoes, halved': '1', 'toasted walnuts, roughly chopped': '1/4', 'crumbled feta, goat, or blue cheese': '1/2'}","['1. In a gallon-size zip-top bag or bowl,\xa0combine the olive oil, garlic, lemon zest, onion powder, cayenne, smoked paprika, rosemary, parsley, and basil. Season with salt and pepper. Add the chicken and toss well to coat. Marinate for 10 minutes or up to overnight in the fridge.', '2. In a gallon-size zip-top bag or bowl,\xa0combine the red peppers, zucchini, and olive oil. Season with salt and pepper. Toss to coat.', '3.\xa0Set your grill, grill pan, or skillet to medium-high heat.', '4. Grill the chicken for 3-4 minutes per side, until chicken is cooked through and has light char marks. While the chicken is grilling grill the peppers and zucchini for 4-5 minutes on each side, or until charred. Remove everything from the grill and let cool 5 minutes. Once cool slice the red peppers into strips.', '5. In a medium bowl, combine the avocado, lemon juice, parsley, and garlic, and season with salt and pepper.', '6. To assemble, divide the rice among 4 bowls or plates. Top each bowl of rice with equal amounts of chicken, grilled peppers and zucchini. Add a large dollop of avocado and then add the fresh tomatoes and walnuts. Sprinkle with cheese (if desired). EAT!']",1174 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/California-Chicken-Veggie-Avocado-and-Rice-Bowls-1-700x1050.jpg,"['meat - poultry - chicken', 'olive oil', 'lemon', 'garlic', 'paprika', 'onion powder', 'pepper', 'rosemary', 'basil', 'salt', 'bell pepper', 'zucchini', 'avocado', 'parsley', 'rice', 'tomato', 'walnut', 'cheese']"
Spicy Peanut Noodles with Chili Garlic Oil.,{'minutes': '15'},{'minutes': '10'},{'minutes': '25'},"['peanut oil or extra virgin olive oil', 'small shallots thinly sliced', 'garlic, thinly sliced or smashed', 'crushed red pepper flakes', 'rice noodles or long cut pasta', 'creamy peanut butter', 'low sodium soy sauce or tamari', 'Gochujang', 'toasted sesame oil', 'rice vinegar', 'honey or maple syrup', 'fresh ginger, grated', 'bell peppers, thinly sliced', 'fresh basil, chopped, plus more for serving', 'fresh cracked black pepper']","{'peanut oil or extra virgin olive oil': '1/3', 'small shallots thinly sliced': '2', 'garlic, thinly sliced or smashed': '4', 'crushed red pepper flakes': '1-2', 'rice noodles or long cut pasta': '12', 'creamy peanut butter': '1/2', 'low sodium soy sauce or tamari': '1/2', 'Gochujang': '1-2', 'toasted sesame oil': '2', 'rice vinegar': '2', 'honey or maple syrup': '1', 'fresh ginger, grated': '1', 'bell peppers, thinly sliced': '2', 'fresh basil, chopped, plus more for serving': '1/2', 'fresh cracked black pepper': 'seasoning'}","['1. To make the chili oil. Heat a large skillet over medium heat. Add the peanut oil, shallots, garlic, and chili flakes. Cook, stirring occasionally until the garlic is fragrant and toasted, 8-10 minutes. Remove from the heat, let cool, and carefully transfer the oil to a heat-proof bowl or glass jar.', '2. To make the peanut noodles. Bring a large pot of salted water to a boil. Cook the noodles according to package directions. Drain.', '3. Combine the peanut butter, soy sauce, Gochujang, sesame oil, vinegar, honey, ginger, and 1/4 cup water in a food processor or blender. Pulse until combined and smooth. Pour the sauce over the hot noodles. Add the bell peppers, basil, a large pinch of pepper, and 2 tablespoons chili oil. Toss to combine.', '4. Divide the noodles among bowls and serve topped with additional chili oil and basil. Noodles are delicious warm or cold. Enjoy!']",641 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/Spicy-Peanut-Noodles-with-Chili-Garlic-Oil-1-700x1050.jpg,"['peanut', 'shallot', 'garlic', 'red pepper flake', 'rice noodle', 'tamari', 'gochujang', 'sesame oil', 'vinegar', 'honey', 'ginger', 'bell pepper', 'basil', 'pepper']"
Bucatini Amatriciana,{'minutes': '10'},{'minutes': '10'},{'minutes': '20'},"['bucatini pasta', 'chopped guanciale, pancetta, or chopped unsmoked bacon', 'sprigs fresh rosemary', 'crushed red pepper', 'San Marzano cherry or regular tomatoes', 'freshly cracked black pepper', 'freshly grated Pecorino Romano', 'fresh basil, for serving (optional)']","{'bucatini pasta': '1', 'chopped guanciale, pancetta, or chopped unsmoked bacon': '1/4', 'sprigs fresh rosemary': '2', 'crushed red pepper': '1/2', 'San Marzano cherry or regular tomatoes': '3', 'freshly cracked black pepper': 'seasoning', 'freshly grated Pecorino Romano': '1/4', 'fresh basil, for serving (optional)': 'seasoning'}","['1. Bring a large pot of salted water to a boil and cook pasta according to package directions until al dente. Just before draining, reserve 1 cup of the pasta cooking water. Drain.', '2. Heat a large skillet over medium heat and cook the guanciale until just crisp and the fat has rendered. Add the rosemary and red pepper flakes, and cook until fried, about 1 minute. Slowly add the tomatoes, stirring to combine. Add the pasta and toss well, adding a splash of the reserved pasta cooking water, if necessary to bring it all together. Remove the pan from the heat and add the grated Pecorino Romano cheese and season to taste with pepper, and salt, if needed.', '3. Divide the pasta among plates and serve immediately topped with fresh basil and additional cheese, if desired.']",291 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/Bucatini-Amatriciana-1-700x1050.jpg,"['pasta', 'meat - pork - bacon', 'rosemary', 'bell pepper', 'tomato', 'pepper', 'basil']"
Lemon Parmesan Salmon,{'minutes': '20'},{'minutes': '10'},{'minutes': '30'},"['extra virgin olive oil', 'kosher salt and black pepper', 'salmon fillets', 'smoked paprika', 'garlic, minced or grated', 'zest of 1 lemon', 'crushed red pepper flakes', 'grated parmesan cheese', 'fresh basil, roughly chopped', 'fresh cilantro, roughly chopped', 'extra virgin olive oil', 'fresh chopped chives', 'crushed red peppers flakes', 'kosher salt and black pepper', 'chickpeas, drained', 'grilled or steamed corn, kernels removed from the cob', 'cherry tomatoes, halved', 'crumbled feta cheese', 'avocado, diced', 'plain Greek yogurt', 'fresh lemon juice', 'garlic, minced or grated', 'kosher salt']","{'extra virgin olive oil': '1/3', 'kosher salt and black pepper': 'seasoning', 'salmon fillets': '4', 'smoked paprika': '2', 'garlic, minced or grated': '1-2', 'zest of 1 lemon': 'seasoning', 'crushed red pepper flakes': '1', 'grated parmesan cheese': '1/4', 'fresh basil, roughly chopped': '1/2', 'fresh cilantro, roughly chopped': '1/4', 'fresh chopped chives': '1', 'crushed red peppers flakes': '1', 'chickpeas, drained': '1', 'grilled or steamed corn, kernels removed from the cob': '4', 'cherry tomatoes, halved': '2', 'crumbled feta cheese': '1/2', 'avocado, diced': '1', 'plain Greek yogurt': '1', 'fresh lemon juice': '2', 'kosher salt': 'seasoning'}","['1. Place the salmon in a 9×13 inch baking dish. Add the paprika, garlic, lemon zest, crushed red pepper flakes, parmesan, and a pinch each of salt and pepper. Drizzle with olive oil, rubbing the seasonings and oil evenly into flesh.', '2. To make the yogurt sauce, combine all ingredients in a bowl and mix until smooth.', '3. Heat your grill, grill pan, or skillet to medium high heat. Place the salmon on the grill, skin side down. Cover and cook until skin is lightly charred, 4-5 minutes, carefully flip and grill another 3-4 minutes until opaque.', '4. Meanwhile, add the basil, cilantro, olive oil, juice of 1 lemon, chives, and a pinch each of crushed red pepper flakes, salt, and pepper to a large serving bowl. Add the chickpeas, corn, tomatoes, feta, and avocado, toss to combine.', '5. To serve, spread the yogurt sauce onto plates. Add the corn salad, then the salmon. Eat!']",1215 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/Lemon-Parmesan-Salmon-with-Corn-Tomato-and-Avocado-Salad-1-700x1050.jpg,"['olive oil', 'salt', 'meat - fish - salmon', 'paprika', 'garlic', 'lemon', 'red pepper flake', 'cheese', 'basil', 'cilantro', 'chive', 'bell pepper', 'peas', 'corn', 'tomato', 'avocado', 'yogurt']"
One Pot 30 Minute Creamy Tomato Basil Pasta Bake,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['dry fettuccine or other long cut pasta', 'salted butter', 'basil pesto, homemade or store-bought', 'marinara sauce', 'red enchilada sauce', 'oil-packed sun-dried tomatoes, oil drained and chopped', 'goat cheese, crumbled', 'cubed fontina cheese', 'canned full fat coconut milk, or heavy cream', 'kosher salt and pepper', 'fresh mozzarella cheese, torn', 'fresh cherry tomatoes, halved', 'fresh basil leaves']","{'dry fettuccine or other long cut pasta': '1', 'salted butter': '1', 'basil pesto, homemade or store-bought': '1', 'marinara sauce': '1', 'red enchilada sauce': '1/3', 'oil-packed sun-dried tomatoes, oil drained and chopped': '1/2', 'goat cheese, crumbled': '4', 'cubed fontina cheese': '1', 'canned full fat coconut milk, or heavy cream': '1/2', 'kosher salt and pepper': 'seasoning', 'fresh mozzarella cheese, torn': '6', 'fresh cherry tomatoes, halved': '2', 'fresh basil leaves': '1/2'}","['1. Preheat oven to 375 degrees F.', '2. Bring a large pot of salted water to a boil. Cook the pasta according to package directions until al dente. Drain the pasta and add it right back to the hot pot. To the pot add the butter, pesto, pasta sauce, enchilada sauce, sun-dried tomatoes, goat cheese, fontina cheese, and milk/cream. Season with salt and pepper. Gently toss everything together until a creamy sauce has formed, about 3-5 minutes. If your pot is not oven-safe, transfer the pasta to a 9×13 inch baking dish. Scatter the mozzarella overtop the pasta.', '3. Transfer to the oven and bake for 10 to 15 minutes, then turn the broiler on and broil for 1 to 2 minutes or until cheese is golden and bubbly.', '4. Remove from the oven and let sit 5 minutes. Serve topped with tomatoes and fresh basil. Enjoy!']",1338 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/One-Pot-30-Minute-Creamy-Tomato-Basil-Pasta-Bake-1-700x1050.jpg,"['pasta', 'butter', 'basil', 'marinara sauce', 'enchilada sauce', 'tomato', 'cheese', 'coconut milk', 'salt']"
Summer Nicoise Salad.,{'minutes': '30'},{'minutes': '30'},{'hours': '1'},"['extra virgin olive oil, plus more as needed', 'oil-packed anchovy fillets, drained', 'garlic clove, grated', 'lemon juice', 'dijon mustard', 'kosher salt and black pepper', 'mixed baby potatoes', 'asparagus, ends trimmed', 'corn on the cob, husked', 'extra virgin olive oil', 'fresh chopped greens, such as romaine or arugula', 'cherry tomatoes, halved if large', 'mixed Greek olives, pitted', 'radishes thinly sliced or quartered', 'tuna packed in olive oil, drained', 'avocado, sliced', 'mixed tender herbs, such as basil, parsley, thyme, and or dill', 'hard-boiled eggs, sliced']","{'extra virgin olive oil, plus more as needed': '1/3', 'oil-packed anchovy fillets, drained': '2', 'garlic clove, grated': '1', 'lemon juice': '2', 'dijon mustard': '1', 'kosher salt and black pepper': 'seasoning', 'mixed baby potatoes': '1', 'asparagus, ends trimmed': '1', 'corn on the cob, husked': '3-4', 'extra virgin olive oil': '2', 'fresh chopped greens, such as romaine or arugula': '4', 'cherry tomatoes, halved if large': '1', 'mixed Greek olives, pitted': '1/2', 'radishes thinly sliced or quartered': '6', 'tuna packed in olive oil, drained': '2', 'avocado, sliced': '1', 'mixed tender herbs, such as basil, parsley, thyme, and or dill': '½', 'hard-boiled eggs, sliced': '4'}","['1. To make the dressing. Combine the olive oil and anchovies in a small saucepan over medium-low heat. Cook, stirring occasionally, until anchovies have broken down into the oil and disintegrated, 5 minutes. Remove from the heat and add the garlic, tossing to combine. Mix in the lemon juice, mustard, and a pinch of salt and pepper. Taste, adding more salt, pepper, and oil as needed.', '2. To make the salad. Place the potatoes and a tablespoon of salt in a large pot and fill with water. Bring to a boil over high heat and then reduce the to heat to medium, simmer 10-15 minutes or until the potatoes are just fork tender. Drain. Place the potatoes back in the hot pot. Cover the pot and let the potatoes steam for another 10 minutes.', '3. Meanwhile, pre-heat the grill to medium high heat. Toss the asparagus with olive oil and a pinch each of salt and pepper. Grill the asparagus for 3-5 minutes, turning 1-2 times throughout cooking, until light char marks appear.\xa0During the same time, grill the corn until charred all over, 5-8 minutes, turning 1-2 times throughout cooking. Once the corn is cool enough to handle, remove the kernels from the cob.', '4. While still warm, cut the potatoes in half and add to a large serving bowl, tossing them with half of the dressing. Arrange the salad greens, grilled asparagus, corn kernels, tomatoes, olives, radishes, tuna, and avocado around the potatoes. Drizzle the remaining dressing over the salad. Top with fresh herbs and eggs, if using. Serve slightly warm or at room temp.']",799 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/Summer-Niçoise-Salad-1-700x1050.jpg,"['olive oil', 'oil', 'garlic', 'lemon', 'dijon mustard', 'salt', 'potato', 'asparagus', 'corn', 'arugula', 'tomato', 'olive', 'radish', 'avocado', 'basil', 'egg']"
Cajun Pepper Shrimp with Creamed Corn Orzo.,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['salted butter', 'corn kernels, removed from the cob', 'fresh thyme leaves', 'kosher salt and black pepper', 'dry orzo pasta', 'dry white wine such as Pinot Grigio or Sauvignon Blanc', 'canned coconut cream or heavy cream', 'grated parmesan or Asiago cheese', 'large shrimp, peeled and deveined, tail on or off', 'cajun seasoning', 'uncooked Andouille sausage links, meat removed from casings', 'bell peppers, sliced', 'extra virgin olive oil', 'garlic, minced or grated', 'juice from 1 lemon', 'fresh basil roughly chopped']","{'salted butter': '4', 'corn kernels, removed from the cob': '4', 'fresh thyme leaves': '3', 'kosher salt and black pepper': 'seasoning', 'dry orzo pasta': '1', 'dry white wine such as Pinot Grigio or Sauvignon Blanc': '1/3', 'canned coconut cream or heavy cream': '1/2', 'grated parmesan or Asiago cheese': '1/2', 'large shrimp, peeled and deveined, tail on or off': '1', 'cajun seasoning': '1', 'uncooked Andouille sausage links, meat removed from casings': '1', 'bell peppers, sliced': '2', 'extra virgin olive oil': '1', 'garlic, minced or grated': '2', 'juice from 1 lemon': 'seasoning', 'fresh basil roughly chopped': '1/4'}","['1. To make the orzo. Heat a large skillet over medium-high heat. Add 2 tablespoons of the butter, the corn, 2 tablespoons thyme, and a pinch each of salt and pepper. Cook 5 minutes or until the corn is golden.\xa0Stir in the orzo and cook until toasted, about 2-3 minutes. Add the wine to the skillet and de-glaze the pan. Add the 2 cups water and bring to a boil over high heat. Simmer 8-10 minutes until the orzo is al dente. Stir in the milk and parmesan, cook another few minutes until warmed through.', '2. Meanwhile, make the shrimp. In a medium bowl, toss together the shrimp, cajun seasoning, and a large pinch of pepper.', '3.\xa0\xa0Heat a large skillet over high heat. Add the sausage and brown all over, about 5 minutes. Add the peppers and season with salt and pepper. Cook 5 minutes or until the peppers are soft and tender, remove the sausage and peppers from the skillet to a plate.', '4. Return the skillet to high heat and add the olive oil. Add the shrimp and sear on both sides until pink, about 2-3 minutes. Add 2 tablespoons butter, the garlic, and 1 tablespoon thyme, toss to coat and cook until the garlic is fragrant and caramelized, about 1-2 minutes. Remove from the heat and stir in the basil, lemon juice, and reserved sausage and peppers.', '5. To serve, spoon the orzo onto plates, top with shrimp and peppers. Enjoy!']",890 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/Cajun-Pepper-Shrimp-with-Creamed-Corn-Orzo-1-700x1050.jpg,"['butter', 'corn kernel', 'thyme', 'salt', 'pasta', 'white wine', 'coconut', 'cheese', 'meat - fish - shellfish - shrimp', 'cajun seasoning', 'sage', 'bell pepper', 'olive oil', 'garlic', 'lemon', 'basil']"
Extra Sticky Kung Pao Cauliflower.,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['large head cauliflower, cut into florets', 'cornstarch', 'canned full fat coconut milk', 'low sodium soy sauce or Braggs Liquid Aminos', 'hoisin sauce', 'real maple syrup or honey', 'rice vinegar', 'sesame or peanut oil', 'garlic, minced or grated', 'fresh ginger, grated', 'green onions, chopped, plus more for serving', 'crushed red pepper flakes, more or less to taste', 'black pepper', 'salted peanuts, chopped, plus more for serving', 'steamed white or brown rice, for serving']","{'large head cauliflower, cut into florets': '1', 'cornstarch': '2', 'canned full fat coconut milk': '2', 'low sodium soy sauce or Braggs Liquid Aminos': '1/3', 'hoisin sauce': '3', 'real maple syrup or honey': '2', 'rice vinegar': '2', 'sesame or peanut oil': '1', 'garlic, minced or grated': '2', 'fresh ginger, grated': '1', 'green onions, chopped, plus more for serving': '4', 'crushed red pepper flakes, more or less to taste': '1/2', 'black pepper': '1', 'salted peanuts, chopped, plus more for serving': '1/4', 'steamed white or brown rice, for serving': 'seasoning'}","['1.\xa0Preheat the broiler to high. Line a baking sheet with parchment.', '2. In a large bowl, toss the cauliflower with 1 tablespoon cornstarch to coat. Add the coconut milk and 2 tablespoons soy say, tossing to evenly coat all the florets. Spread the cauliflower in an even layer on the prepared baking sheet. Transfer to the oven and broil for 3-4 minutes, until the cauliflower is just beginning to char on the edges.\xa0Reduce the oven temp to 425 and bake another 5 minutes, until just tender.', '3. Meanwhile, make the sauce. Combine the remaining 1/3 cup soy sauce, hoisin sauce, honey, vinegar, crushed red pepper flakes, and a pinch of pepper. Add 1/4 cup water and the remaining 1 tablespoons cornstarch, whisking until combined and smooth.', '4. Heat the oil in a large skillet over medium heat. Add the garlic, ginger, and green onions, and cook 5 minutes or until fragrant.\xa0Stir in the soy sauce mixture and bring to a boil over medium heat. Once boiling, reduce the heat to low. Add the cauliflower and cook, stirring occasionally, until the sauce thickens slightly, about 5 minutes. Remove from the heat, stir in the peanuts.', '5. Serve the cauliflower and sauce over bowls of rice. Top with additional peanuts and green onions. Enjoy!']",283 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/Better-Than-Takeout-Kung-Pao-Cauliflower.-5-700x1050.jpg,"['cauliflower', 'corn', 'coconut milk', 'soy sauce', 'hoisin sauce', 'honey', 'vinegar', 'peanut', 'garlic', 'ginger', 'onion', 'red pepper flake', 'pepper', 'rice']"
